,nation,class,tier,prem,name,players,total battles,battles,win,draw,lose,exp,damagecaused,warshipdestroyed,aircraftdestoryed,basecapture,basedefense,survived,kill /death,agrodamage,spotdamage,hitratio
174,KM,CV,8,P,Graf Zeppelin,1064,4357,4.09,50.49,0.0,49.51,1540,52673,0.78,4.26,1.05,10.88,63.48,2.14,307010,47147,0.0
175,KM,CV,8,P,Graf Zeppelin B,309,948,3.07,50.32,0.11,49.58,1607,54534,0.83,4.95,1.45,10.49,62.34,2.2,317392,47700,0.0
176,KM,CV,10,,Manfred von Richthofen,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
177,KM,DD,2,,V-25,1254,4716,3.76,51.36,1.99,46.65,747,30815,1.95,0.0,4.46,6.02,29.9,2.78,195759,1974,48.67
178,KM,DD,3,,G-101,1302,4364,3.35,47.64,2.43,49.93,762,25582,1.21,0.01,7.1,4.79,18.86,1.49,213899,2908,46.41
179,KM,DD,4,,V-170,1508,6193,4.11,48.54,3.13,48.33,709,25302,1.03,0.11,11.46,4.32,20.25,1.29,228748,4787,46.68
180,KM,DD,5,,T-22,2183,8418,3.86,48.53,0.04,51.44,928,15147,0.51,1.68,17.82,3.93,18.14,0.62,269483,12202,41.62
181,KM,DD,6,,Ernst Gaede,1968,7508,3.82,49.4,0.04,50.56,1075,20256,0.56,1.32,19.84,4.43,19.35,0.69,375431,14288,45.54
182,KM,DD,6,P,T-61,1166,3408,2.92,57.13,0.06,42.81,1425,31013,0.88,1.63,27.07,6.24,30.19,1.26,347490,18171,46.21
183,KM,DD,7,,Leberecht Maass,1378,5682,4.12,51.21,0.07,48.72,1282,25780,0.63,1.34,25.51,5.25,23.53,0.82,416686,18343,44.97
184,KM,DD,7,P,Z-39,753,1962,2.61,49.9,0.05,50.05,1348,26723,0.65,1.84,27.06,5.31,27.17,0.89,430802,19688,47.09
185,KM,DD,8,,Z-23,1390,5735,4.13,49.03,0.05,50.92,1458,28760,0.59,1.67,32.0,5.54,26.31,0.8,453927,24984,48.16
186,KM,DD,8,P,Z-35 (old),0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
187,KM,DD,8,P,Z-35,397,1420,3.58,47.46,0.0,52.54,1494,26677,0.51,1.77,27.15,6.17,23.31,0.67,460826,20646,42.76
188,KM,DD,9,,Z-46,1022,5049,4.94,50.74,0.06,49.2,1615,40840,0.76,1.48,37.81,7.59,30.26,1.09,474321,30355,46.68
189,KM,DD,10,,Z-52,1410,4916,3.49,50.0,0.0,50.0,1671,39253,0.61,2.69,38.89,6.03,26.67,0.83,523561,37895,46.46
190,MN,BB,3,,Turenne,553,1517,2.74,49.04,0.33,50.63,756,35544,1.27,0.03,6.78,13.23,42.45,2.21,430953,2883,34.32
191,MN,BB,4,,Courbet,636,2020,3.18,47.67,0.4,51.93,822,41947,1.17,2.24,6.55,13.12,35.74,1.82,496063,3781,30.29
192,MN,BB,5,,Bretagne,1225,4850,3.96,48.72,0.04,51.24,1034,37441,0.75,2.71,3.26,5.26,33.11,1.12,665014,8935,26.5
193,MN,BB,6,,Normandie,1394,5755,4.13,51.1,0.02,48.88,1179,46008,0.8,1.44,4.11,5.22,35.15,1.23,893599,11012,26.16
194,MN,BB,6,P,Dunkerque,1515,4968,3.28,51.67,0.06,48.27,1290,47338,0.81,3.85,4.39,4.58,30.23,1.16,901163,11256,29.24
195,MN,BB,7,,Lyon,1845,8197,4.44,50.43,0.06,49.51,1355,55564,0.86,4.17,3.54,5.61,37.82,1.38,915853,12581,25.75
196,MN,BB,8,,Richelieu,1536,6315,4.11,51.24,0.06,48.69,1491,62545,0.77,4.77,4.69,5.1,32.13,1.13,1230897,16166,31.34
197,MN,BB,8,P,Champagne,308,915,2.97,51.91,0.0,48.09,1725,70523,0.84,3.18,3.38,7.03,49.51,1.66,932675,14027,33.39
198,MN,BB,8,P,Gascogne,294,818,2.78,50.86,0.12,49.02,1564,62048,0.79,3.77,4.01,6.27,38.02,1.27,1212187,16069,30.06
199,MN,BB,9,,Alsace,1559,7158,4.59,49.06,0.01,50.92,1464,71874,0.76,2.68,4.33,5.54,33.21,1.14,1352190,20670,29.4
200,MN,BB,9,P,Jean Bart,3126,11621,3.72,53.66,0.02,46.32,1828,90095,1.01,3.33,5.42,5.53,35.03,1.55,1352311,19297,34.41
201,MN,BB,10,P,Bourgogne,501,2213,4.42,56.44,0.0,43.56,2105,116945,1.15,3.62,4.44,6.26,45.32,2.1,1499007,25073,29.98
202,MN,BB,10,,Republique,2018,7051,3.49,49.94,0.03,50.04,1676,91510,0.82,3.13,2.91,5.03,36.26,1.29,1528740,21383,29.06
203,MN,CA,1,,Bougainville,299,486,1.63,58.85,1.03,40.12,1072,20065,3.52,0.0,2.68,15.15,47.53,6.71,95825,604,50.05
204,MN,CA,2,,Jurien de la Graviere,523,1054,2.02,51.8,1.61,46.58,767,26459,1.61,0.0,3.78,16.17,39.18,2.65,227782,1535,46.47
205,MN,CA,3,,Friant,801,2354,2.94,53.31,0.93,45.75,842,32553,1.41,0.36,6.64,9.35,27.32,1.94,266861,2638,41.71
206,MN,CA,4,,Duguay-Trouin,783,2719,3.47,53.22,1.21,45.57,849,32431,1.18,1.56,6.89,10.33,26.0,1.59,327715,3911,38.69
207,MN,CA,5,,emile Bertin,1440,5314,3.69,51.19,0.06,48.76,965,22850,0.55,2.72,5.02,5.24,18.55,0.68,479281,9109,32.78
208,MN,CA,6,,La Galissonniere,1511,5102,3.38,49.2,0.04,50.76,1094,28421,0.52,3.1,4.33,5.53,21.38,0.66,528131,9013,31.37
209,MN,CA,6,P,De Grasse,597,1404,2.35,51.71,0.07,48.22,1245,31735,0.6,3.26,5.41,6.58,22.22,0.77,559531,9495,31.07
210,MN,CA,7,,Algerie,1186,4108,3.46,49.83,0.1,50.07,1252,36863,0.55,2.46,4.33,6.19,26.02,0.74,595224,10974,31.88
211,MN,CA,8,,Charles Martel,1008,3346,3.32,51.05,0.0,48.95,1441,48776,0.62,2.79,5.32,6.72,30.16,0.89,689553,14203,34.43
212,MN,CA,8,P,Bayard,361,1050,2.91,50.19,0.19,49.62,1582,49301,0.68,3.51,6.18,6.55,31.52,0.99,654484,13695,28.98
213,MN,CA,9,,Saint-Louis,654,2466,3.77,49.59,0.12,50.28,1511,60916,0.65,1.74,5.96,6.69,35.4,1.01,856055,16660,34.37
214,MN,CA,10,P,Brennus (old),0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
215,MN,CA,10,P,Colbert,312,1173,3.76,51.58,0.09,48.34,1921,85976,0.96,3.99,9.02,7.53,45.01,1.75,894307,18859,25.91
216,MN,CA,10,,Henri IV,1081,3084,2.85,50.06,0.03,49.9,1689,78710,0.71,2.66,4.9,6.21,37.52,1.14,1191264,22099,34.05
217,MN,DD,2,,Enseigne Gabolde,265,530,2.0,51.32,0.75,47.92,766,27856,1.57,0.0,5.28,10.42,30.75,2.27,194712,2120,52.16
218,MN,DD,3,,Fusilier,368,971,2.64,54.79,0.62,44.59,801,26692,1.2,0.02,9.1,8.06,22.55,1.55,232576,3887,51.19
219,MN,DD,4,,Bourrasque,409,1295,3.17,52.51,1.7,45.79,804,29509,1.2,0.22,11.24,7.81,21.78,1.53,276189,5314,48.93
220,MN,DD,5,,Jaguar,808,2491,3.08,51.83,0.04,48.13,990,21820,0.69,0.26,14.21,5.94,20.71,0.87,365927,12708,40.57
221,MN,DD,5,P,Siroco,95,214,2.25,49.53,0.0,50.47,1052,20657,0.68,0.17,17.79,4.34,27.57,0.94,336115,15032,42.83
222,MN,DD,6,,Guepard,899,2755,3.06,52.85,0.0,47.15,1168,24964,0.66,0.77,15.94,5.65,20.91,0.83,430355,14664,39.67
223,MN,DD,6,P,Aigle,1178,2951,2.51,49.61,0.03,50.36,1063,23106,0.6,0.65,18.66,5.51,23.79,0.79,394249,13738,40.15
224,MN,DD,7,,Vauquelin,726,2587,3.56,51.06,0.08,48.86,1326,26931,0.67,0.57,20.57,6.79,22.27,0.86,462716,19406,40.15
225,MN,DD,8,P,L'Effronte (old),0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
226,MN,DD,8,,Le Fantasque,595,2011,3.38,51.17,0.0,48.83,1597,33898,0.72,2.0,28.53,6.67,24.86,0.96,564289,26064,46.07
227,MN,DD,8,P,Le Terrible,292,672,2.3,51.79,0.0,48.21,1523,32683,0.7,0.57,25.86,5.68,23.36,0.91,549190,23368,46.07
228,MN,DD,9,,Mogador,573,2544,4.44,53.97,0.0,46.03,1672,46680,0.79,1.14,27.3,8.01,31.37,1.15,671351,30174,45.09
229,MN,DD,10,,Kleber,740,2350,3.18,51.02,0.0,48.98,1706,56742,0.81,2.07,25.21,7.36,31.62,1.18,824022,37799,42.77
230,MN,DD,10,P,Marceau,626,2548,4.07,52.55,0.0,47.45,1666,43980,0.73,4.16,30.81,7.73,28.69,1.02,739543,37659,35.24
231,PA,BB,9,P,Bajie,127,291,2.29,55.67,0.0,44.33,1871,87649,0.95,1.98,4.54,6.11,45.36,1.74,1269712,19853,32.22
232,PA,CA,1,,Chengan,217,386,1.78,55.44,1.3,43.26,973,17937,3.28,0.0,3.01,14.98,48.45,6.36,84500,803,48.52
233,PA,CA,6,P,Huanghe,614,1504,2.45,50.33,0.0,49.67,1237,29157,0.63,5.93,10.95,6.71,26.6,0.86,462799,10882,40.29
234,PA,CA,8,P,Irian,280,832,2.97,50.96,0.0,49.04,1518,49510,0.64,3.43,4.21,7.54,30.53,0.92,640282,13260,30.15
235,PA,CA,8,P,Wukong,22,59,2.68,38.98,0.0,61.02,1240,38179,0.47,1.44,5.39,2.98,18.64,0.58,643485,10891,35.01
236,PA,DD,2,,Longjiang,369,914,2.48,52.63,1.42,45.95,820,29614,1.75,0.0,6.51,8.41,34.9,2.69,191818,2365,50.12
237,PA,DD,3,,Phra Ruang,428,1028,2.4,52.14,0.78,47.08,800,27592,1.2,0.44,11.41,6.43,27.53,1.66,212723,4252,52.47
238,PA,DD,4,,Shenyang,608,1819,2.99,54.7,1.32,43.98,854,31039,1.2,0.8,17.27,6.73,28.31,1.67,227459,5877,52.14
239,PA,DD,5,,Jianwei,752,2659,3.54,49.45,0.0,50.55,938,19703,0.6,0.33,18.62,4.72,20.95,0.76,292019,11732,42.47
240,PA,DD,6,,Fushun,698,2260,3.24,49.78,0.0,50.22,1146,23213,0.6,1.52,24.45,5.02,25.66,0.81,341648,16209,48.67
241,PA,DD,6,P,Anshan,900,2726,3.03,49.85,0.0,50.15,1033,19685,0.56,1.7,19.51,4.77,25.61,0.75,352957,14060,45.85
242,PA,DD,7,,Gadjah Mada,655,2102,3.21,50.24,0.0,49.76,1371,30563,0.7,0.99,28.74,6.49,27.02,0.96,382551,20206,43.34
243,PA,DD,8,,Hsienyang,475,1698,3.57,49.41,0.0,50.59,1454,29917,0.58,2.53,30.85,5.99,28.74,0.81,428703,25618,42.05
244,PA,DD,8,P,Loyang,619,1674,2.7,48.27,0.0,51.73,1367,22201,0.48,2.51,28.35,5.12,22.04,0.62,426742,23157,40.77
245,PA,DD,8,P,Siliwangi,49,85,1.73,51.76,0.0,48.24,1512,33737,0.76,0.69,28.38,4.84,27.06,1.04,431317,29316,47.23
246,PA,DD,9,,Chung Mu,437,1774,4.06,50.0,0.0,50.0,1619,43926,0.72,1.66,34.42,6.83,32.58,1.07,437927,32808,42.83
247,PA,DD,10,,Yueyang,554,1875,3.38,51.36,0.0,48.64,1748,50299,0.66,2.16,33.88,6.84,32.0,0.97,516510,41766,43.36
248,PM,CA,7,P,Nueve de Julio,183,372,2.03,51.88,0.0,48.12,1323,37309,0.66,3.21,6.88,6.32,33.6,0.99,674404,12647,32.95
249,RN,BB,3,,Bellerophon,845,2654,3.14,49.17,0.45,50.38,790,37649,1.33,0.66,7.02,14.15,44.08,2.38,400800,2641,33.74
250,RN,BB,3,P,Dreadnought,154,342,2.22,54.09,0.0,45.91,890,37298,1.32,0.0,5.67,12.56,44.44,2.38,412785,3629,33.94
251,RN,BB,4,,Orion,1120,4330,3.87,53.46,0.21,46.33,894,48232,1.4,6.1,6.62,13.51,45.06,2.55,492587,3824,29.19
252,RN,BB,5,,Iron Duke,1854,7198,3.88,50.43,0.03,49.54,1067,39319,0.77,3.35,3.39,5.3,37.65,1.23,716202,9488,24.57
253,RN,BB,6,,Queen Elizabeth,1714,6469,3.77,49.3,0.03,50.67,1198,42237,0.66,5.09,3.69,4.23,36.64,1.04,836907,10649,27.64
254,RN,BB,6,P,Warspite,1328,3838,2.89,52.01,0.0,47.99,1347,46388,0.78,3.56,4.35,4.3,36.71,1.23,859361,11280,29.91
255,RN,BB,7,,King George V,2003,8639,4.31,50.19,0.01,49.8,1394,56451,0.76,2.95,3.9,5.52,38.07,1.23,910082,13007,26.25
256,RN,BB,7,P,Duke of York,731,2091,2.86,46.96,0.0,53.04,1184,42530,0.6,4.03,3.55,4.25,31.37,0.87,897589,12411,25.9
257,RN,BB,7,P,Hood,736,1795,2.44,51.42,0.06,48.52,1392,50249,0.74,3.74,4.06,4.48,35.99,1.16,1053480,14200,30.64
258,RN,BB,7,,Nelson,1588,4671,2.94,55.64,0.02,44.34,1560,62537,0.89,2.81,4.72,5.15,35.02,1.37,1053139,13477,30.66
259,RN,BB,8,,Monarch,1349,5524,4.09,47.79,0.05,52.15,1469,57980,0.65,3.56,4.04,5.46,35.88,1.01,1075956,16315,28.44
260,RN,BB,8,P,Vanguard,336,971,2.89,48.09,0.1,51.8,1464,55010,0.65,4.47,3.16,5.56,40.58,1.09,1094030,14887,29.33
261,RN,BB,9,,Lion,953,4608,4.84,47.07,0.11,52.82,1463,73290,0.64,2.21,3.98,4.82,42.56,1.11,1257025,19881,28.39
262,RN,BB,10,,Conqueror,1914,7631,3.99,49.6,0.03,50.37,1742,104750,0.75,2.61,2.99,5.01,47.19,1.42,1496315,21896,25.83
263,RN,BB,10,P,Thunderer,3964,19550,4.93,50.2,0.03,49.77,1840,106075,0.82,2.93,2.82,4.81,46.09,1.52,1353482,20560,30.18
264,RN,BB,10,,[Conqueror],0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
265,RN,CA,1,,Black Swan,568,1854,3.26,50.65,0.86,48.49,878,17035,3.01,0.0,2.26,15.45,42.88,5.27,98742,984,45.75
266,RN,CA,2,,Weymouth,772,1652,2.14,52.91,1.57,45.52,769,26932,1.6,0.0,4.74,14.14,41.65,2.74,251340,1662,47.31
267,RN,CA,3,,Caledon,1030,2981,2.89,50.75,0.97,48.27,807,30556,1.35,0.45,7.05,8.34,27.57,1.86,273400,2926,43.05
268,RN,CA,4,,Danae,1203,4314,3.59,51.69,1.41,46.89,903,30975,1.24,2.54,7.97,8.49,25.13,1.66,292901,4008,38.84
269,RN,CA,5,,Emerald,1370,5301,3.87,49.37,0.06,50.58,942,18934,0.56,1.73,7.0,5.33,19.41,0.69,403013,8943,33.36
270,RN,CA,5,,Hawkins,1744,5415,3.1,48.75,0.06,51.19,858,18563,0.44,2.91,4.73,4.76,19.58,0.55,458162,8861,32.42
271,RN,CA,5,P,Exeter,472,1064,2.25,57.05,0.0,42.95,1132,27399,0.72,3.9,6.49,6.28,27.35,0.99,528672,10773,38.33
272,RN,CA,6,,Devonshire,1761,5695,3.23,51.2,0.02,48.78,1134,29593,0.59,4.05,5.3,5.3,22.88,0.77,548108,9741,36.06
273,RN,CA,6,,Leander,1792,6752,3.77,52.04,0.01,47.94,1250,32009,0.76,4.02,11.73,7.44,30.18,1.09,547499,11034,37.79
274,RN,CA,6,P,London,469,893,1.9,52.86,0.0,47.14,1244,32327,0.59,3.43,8.63,6.58,27.1,0.81,528412,10338,40.54
275,RN,CA,7,,Fiji,2194,8141,3.71,51.95,0.01,48.04,1383,38623,0.75,2.97,10.36,7.47,31.31,1.09,551431,10892,33.93
276,RN,CA,7,,Surrey,1150,4181,3.64,50.42,0.07,49.51,1309,39151,0.63,3.34,6.46,6.84,30.5,0.91,642084,13201,34.85
277,RN,CA,7,P,Belfast,554,1413,2.55,56.33,0.14,43.52,1666,45383,0.88,4.11,10.76,10.74,38.71,1.44,494969,11828,35.84
278,RN,CA,8,,Albemarle,784,2876,3.67,49.34,0.0,50.66,1476,45124,0.61,4.44,6.85,6.12,29.62,0.87,742922,15126,35.68
279,RN,CA,8,,Edinburgh,1481,5265,3.56,50.07,0.0,49.93,1440,39201,0.63,3.86,11.78,7.33,30.5,0.91,676078,14370,35.66
280,RN,CA,8,P,Cheshire,81,132,1.63,47.73,0.0,52.27,1636,48631,0.64,5.06,6.81,6.17,28.79,0.9,782408,15183,39.9
281,RN,CA,9,,Drake,645,3021,4.68,50.78,0.0,49.22,1611,65911,0.69,2.17,7.1,7.15,40.88,1.17,990327,20383,37.18
282,RN,CA,9,,Neptune,1218,4957,4.07,47.97,0.0,52.03,1416,51512,0.65,2.97,8.81,6.72,30.34,0.93,642657,13427,29.86
283,RN,CA,10,,Goliath,628,1805,2.87,51.3,0.06,48.64,1806,82251,0.77,3.23,6.07,5.39,43.38,1.36,1244972,23747,35.18
284,RN,CA,10,,Minotaur,2753,10146,3.69,50.42,0.03,49.55,1686,65822,0.83,4.37,12.58,7.37,35.56,1.29,788833,20464,29.82
285,RN,CV,4,,Hermes,1088,3540,3.25,51.61,0.54,47.85,716,26288,0.74,3.0,2.11,21.02,61.47,1.92,189604,9942,0.0
286,RN,CV,6,,Furious,1241,4531,3.65,52.15,0.02,47.83,1257,38386,0.69,4.23,0.72,13.36,66.21,2.04,176561,27406,0.0
287,RN,CV,6,P,Ark Royal,483,1474,3.05,53.93,0.0,46.07,1300,34641,0.7,4.38,0.25,11.64,63.84,1.94,193315,26118,0.0
288,RN,CV,8,,Implacable,870,3212,3.69,47.6,0.12,52.27,1522,50267,0.7,4.15,0.68,13.43,71.01,2.41,235757,44711,0.0
289,RN,CV,8,P,Indomitable,234,710,3.03,51.13,0.0,48.87,1734,59709,0.8,3.95,0.46,18.67,75.07,3.21,173223,44437,0.0
290,RN,CV,10,,Audacious,603,2212,3.67,52.4,0.14,47.47,1791,86733,0.96,4.55,0.82,14.84,76.22,4.04,267610,78850,0.0
291,RN,CV,10,,[Audacious],0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
292,RN,DD,2,,Medea,461,992,2.15,51.41,1.31,47.28,808,30380,1.9,0.01,4.57,7.4,34.98,2.92,198643,1983,55.42
293,RN,DD,3,,Valkyrie,621,1877,3.02,52.42,2.61,44.97,836,29610,1.41,0.07,9.76,7.39,25.15,1.88,237308,3440,53.57
294,RN,DD,3,P,Campbeltown,217,526,2.42,42.78,0.57,56.65,742,21773,0.97,0.06,9.73,3.57,12.93,1.11,208271,3686,51.65
295,RN,DD,4,,Wakeful,915,3138,3.43,47.67,3.41,48.92,746,25170,1.02,0.29,11.31,6.09,19.28,1.26,241460,5063,51.34
296,RN,DD,5,,Acasta,1063,3484,3.28,48.79,0.06,51.15,945,17329,0.6,0.45,20.0,5.23,20.32,0.75,304289,12428,42.18
297,RN,DD,6,,Icarus,883,3048,3.45,50.89,0.0,49.11,1159,21909,0.65,0.5,26.53,5.23,24.7,0.86,345384,16691,43.58
298,RN,DD,6,P,Gallant,433,1079,2.49,48.38,0.0,51.62,992,18554,0.53,0.06,21.91,4.12,20.67,0.67,331952,14864,40.64
299,RN,DD,7,,Jervis,983,3676,3.74,52.8,0.03,47.17,1357,25968,0.71,0.85,28.89,6.48,27.42,0.98,411318,19585,42.21
300,RN,DD,8,,Lightning,1007,3917,3.89,51.11,0.05,48.84,1576,33124,0.74,1.49,34.85,7.16,32.3,1.09,442474,26426,45.38
301,RN,DD,8,P,Cossack,596,1709,2.87,53.01,0.0,46.99,1712,33137,0.74,0.44,38.21,7.55,35.23,1.14,448305,28157,42.75
302,RN,DD,9,,Jutland,849,3767,4.44,51.66,0.08,48.26,1700,41944,0.81,1.47,40.17,8.84,38.2,1.31,536420,33478,45.0
303,RN,DD,10,,Daring,1173,3648,3.11,53.59,0.03,46.38,1739,49485,0.82,2.01,41.17,8.65,37.42,1.31,645759,40412,42.05
304,SN,BB,3,,Knyaz Suvorov,1051,3183,3.03,53.75,0.47,45.77,826,39058,1.46,0.23,7.19,12.18,43.73,2.59,379370,2875,36.21
305,SN,BB,4,,Gangut,1140,4183,3.67,52.45,0.29,47.26,894,45447,1.33,1.28,7.65,10.9,40.21,2.22,492875,3930,33.86
306,SN,BB,4,P,Imperator Nikolai I,131,203,1.55,63.05,0.0,36.95,1102,59554,1.7,0.22,9.81,4.68,40.39,2.85,579692,6489,32.93
307,SN,BB,5,,Pyotr Velikiy,2126,9282,4.37,49.8,0.04,50.16,1072,38240,0.76,3.16,4.36,4.59,29.85,1.08,726334,9862,31.42
308,SN,BB,5,P,Oktyabrskaya Revolutsiya,1304,3873,2.97,52.52,0.1,47.38,1118,43790,0.87,4.0,4.97,5.59,41.52,1.49,748807,10340,26.87
309,SN,BB,6,,Izmail,2196,9836,4.48,50.92,0.02,49.06,1289,46452,0.85,4.59,3.7,4.2,32.49,1.26,821728,10528,29.55
310,SN,BB,7,,Sinop,2313,10694,4.62,52.49,0.02,47.49,1466,55390,0.89,4.0,4.75,3.84,34.47,1.36,1022669,13825,31.17
311,SN,BB,7,P,Poltava,84,158,1.88,48.73,0.0,51.27,1543,51407,0.84,4.46,4.97,7.45,37.97,1.35,922908,13721,30.05
312,SN,BB,8,P,Borodino,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
313,SN,BB,8,P,V. I. Lenin,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
314,SN,BB,8,,Vladivostok,2060,9195,4.46,52.07,0.05,47.87,1607,60373,0.83,4.58,5.42,3.92,35.63,1.29,1288898,18240,33.94
315,SN,BB,8,P,Lenin,948,2971,3.13,52.04,0.03,47.93,1674,60923,0.86,4.86,5.12,3.96,30.87,1.24,1254749,17361,33.7
316,SN,BB,9,,Sovetsky Soyuz,1369,7762,5.67,50.44,0.03,49.54,1570,68639,0.79,2.08,4.72,3.95,34.98,1.22,1420752,21307,34.36
317,SN,BB,9,P,AL Sov. Rossiya,1033,7076,6.85,48.86,0.03,51.12,1556,67285,0.69,1.66,3.97,3.77,35.63,1.07,1383659,20991,32.4
318,SN,BB,10,,Kremlin,2538,8455,3.33,51.33,0.04,48.63,1747,80624,0.77,3.79,4.14,3.39,34.51,1.18,1811950,25709,33.88
319,SN,BB,10,P,Slava,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
320,SN,CA,1,,Orlan,463,1851,4.0,55.0,1.4,43.6,907,16993,2.98,0.0,1.87,18.18,50.78,6.05,88480,1020,39.15
321,SN,CA,2,,Novik,717,1380,1.92,50.29,1.23,48.48,823,24833,1.47,0.0,4.13,13.8,36.81,2.33,219345,1574,48.19
322,SN,CA,2,P,Diana,58,90,1.55,40.0,1.11,58.89,765,26470,1.77,0.0,0.94,18.57,36.67,2.79,232509,1417,50.43
323,SN,CA,2,P,Diana Lima,217,463,2.13,49.89,1.51,48.6,833,27989,1.59,0.0,3.11,14.02,38.01,2.56,221890,1393,48.56
324,SN,CA,3,,Bogatyr,1090,3032,2.78,51.39,0.96,47.66,831,29650,1.26,0.0,6.91,14.45,31.6,1.84,272927,2738,41.69
325,SN,CA,3,P,Aurora,74,134,1.81,51.49,0.0,48.51,858,27813,1.21,0.16,4.98,8.47,23.13,1.57,275498,2601,41.33
326,SN,CA,3,P,Oleg,14,16,1.14,68.75,0.0,31.25,1035,32556,1.19,0.0,9.13,15.13,25.0,1.59,313290,7831,42.31
327,SN,CA,3,P,Varyag,93,173,1.86,52.6,0.0,47.4,959,34225,1.56,0.0,5.58,14.38,26.59,2.13,312889,2773,43.06
328,SN,CA,4,,Svietlana,1202,4154,3.46,50.17,1.61,48.22,890,29165,1.05,0.52,7.11,11.02,25.3,1.41,305892,3962,42.02
329,SN,CA,5,,Kirov (old),1,28,28.0,57.14,0.0,42.86,806,38257,0.86,1.04,0.0,0.0,28.57,1.2,0,0,33.4
330,SN,CA,5,,Kotovsky,1384,6109,4.41,48.52,0.05,51.43,897,20186,0.46,1.31,3.66,5.97,17.43,0.56,396495,7670,31.35
331,SN,CA,5,P,Kirov,2176,5478,2.52,52.03,0.04,47.94,985,28637,0.61,1.15,3.59,6.16,21.07,0.77,443536,7624,30.8
332,SN,CA,5,P,Krasny Krym,150,319,2.13,57.37,0.0,42.63,1110,25680,0.59,2.78,5.27,5.69,24.45,0.78,478496,8860,31.88
333,SN,CA,5,P,Mikoyan,833,1691,2.03,46.54,0.18,53.28,873,19007,0.42,1.35,3.28,5.11,14.02,0.49,377857,7147,31.09
334,SN,CA,5,P,Murmansk,429,1019,2.38,52.6,0.1,47.3,1114,27664,0.63,2.65,5.25,6.79,21.98,0.81,462327,8854,30.59
335,SN,CA,6,,Budyonny,1838,7735,4.21,51.23,0.06,48.7,1227,31906,0.61,2.93,3.9,6.1,24.56,0.81,504498,8746,30.73
336,SN,CA,6,P,Admiral Makarov,67,138,2.06,55.8,0.0,44.2,1379,40623,0.7,3.83,3.16,11.25,28.26,0.98,497353,8841,30.02
337,SN,CA,6,P,Molotov,655,1611,2.46,48.79,0.06,51.15,1100,27523,0.5,2.31,3.67,5.46,21.97,0.64,460579,8592,32.81
338,SN,CA,7,,Shchors,2865,13146,4.59,50.75,0.03,49.22,1489,41780,0.66,1.93,4.31,7.57,26.29,0.9,514756,9635,30.37
339,SN,CA,7,P,Lazo,202,428,2.12,46.73,0.0,53.27,1394,41539,0.66,2.05,3.87,7.96,28.97,0.93,568370,10876,28.4
340,SN,CA,8,,Chapayev,916,3098,3.38,49.16,0.1,50.74,1433,42514,0.56,2.82,4.26,8.52,27.53,0.77,587396,12998,31.38
341,SN,CA,8,,Tallinn,3058,14519,4.75,51.84,0.02,48.14,1539,42670,0.63,4.2,5.45,9.03,28.95,0.89,721468,14419,33.19
342,SN,CA,8,P,Mikhail Kutuzov,485,2114,4.36,61.45,0.09,38.46,1714,69074,0.84,5.11,8.33,9.05,46.59,1.57,715482,11810,33.44
343,SN,CA,8,P,Ochakov,127,304,2.39,50.99,0.0,49.01,1449,34497,0.54,3.87,6.64,11.21,25.0,0.72,592623,13898,34.25
344,SN,CA,8,P,Pyotr Bagration,292,762,2.61,44.88,0.0,55.12,1394,39074,0.51,4.15,4.78,7.66,28.74,0.72,768397,12841,34.98
345,SN,CA,9,,Dmitri Donskoi,2017,8559,4.24,50.36,0.06,49.59,1577,59699,0.66,1.99,5.44,10.07,37.18,1.05,899693,18499,36.24
346,SN,CA,9,,Riga,1598,12773,7.99,51.0,0.04,48.96,1644,57312,0.71,2.23,6.78,9.16,36.51,1.12,1066008,21250,41.03
347,SN,CA,9,P,Kronshtadt,532,1482,2.79,57.09,0.07,42.85,1773,71067,0.88,1.73,6.12,7.76,43.32,1.55,1246770,23542,33.35
348,SN,CA,10,,Alexander Nevsky,1781,6066,3.41,50.3,0.03,49.67,1785,77301,0.71,3.33,4.69,10.74,44.25,1.27,1137931,23448,34.64
349,SN,CA,10,P,Moskva,2945,9378,3.18,48.75,0.03,51.22,1591,67449,0.6,3.11,4.39,7.54,32.44,0.89,1331920,23184,38.36
350,SN,CA,10,,Petropavlovsk,1981,11775,5.94,54.14,0.07,45.79,1930,77977,0.86,4.87,7.23,8.38,41.91,1.48,1419375,27857,41.44
